otu	statistic	p.value	method	alternative	p.value.adj
Lachnospiraceae (OTU 141)	36	0.013098342187735814	Wilcoxon signed rank test with continuity correction	two.sided	0.05251031823476232
Bacteria (OTU 434)	36	0.013560119200778962	Wilcoxon signed rank test with continuity correction	two.sided	0.054119942410220036
Ruminococcaceae (OTU 283)	36	0.013676686898827143	Wilcoxon signed rank test with continuity correction	two.sided	0.05434364971303883
Firmicutes (OTU 398)	36	0.013793700808621004	Wilcoxon signed rank test with continuity correction	two.sided	0.05456715121648309
Akkermansia (OTU 15)	36	0.014266186701446927	Wilcoxon signed rank test with continuity correction	two.sided	0.054748015632048466
Proteus (OTU 16)	36	0.014147403886021537	Wilcoxon signed rank test with continuity correction	two.sided	0.054748015632048466
Lachnospiraceae (OTU 79)	36	0.014029060898300376	Wilcoxon signed rank test with continuity correction	two.sided	0.054748015632048466
Lachnospiraceae (OTU 153)	36	0.014266186701446927	Wilcoxon signed rank test with continuity correction	two.sided	0.054748015632048466
Porphyromonadaceae (OTU 233)	36	0.014266186701446927	Wilcoxon signed rank test with continuity correction	two.sided	0.054748015632048466
Lachnospiraceae (OTU 269)	36	0.014147403886021537	Wilcoxon signed rank test with continuity correction	two.sided	0.054748015632048466
Bacteroidales (OTU 289)	36	0.014266186701446927	Wilcoxon signed rank test with continuity correction	two.sided	0.054748015632048466
Lachnospiraceae (OTU 349)	28	0.01470876944311719	Wilcoxon signed rank test with continuity correction	two.sided	0.05573196185619931
Firmicutes (OTU 410)	28	0.01470876944311719	Wilcoxon signed rank test with continuity correction	two.sided	0.05573196185619931
Bacteria (OTU 491)	28	0.01470876944311719	Wilcoxon signed rank test with continuity correction	two.sided	0.05573196185619931
Clostridiales (OTU 530)	28	0.017662243723446575	Wilcoxon signed rank test with continuity correction	two.sided	0.06664157505737404
Clostridium (OTU 154)	28	0.01788179754090951	Wilcoxon signed rank test with continuity correction	two.sided	0.06690772579890308
Clostridium (OTU 400)	28	0.01788179754090951	Wilcoxon signed rank test with continuity correction	two.sided	0.06690772579890308
Clostridiales (OTU 367)	28	0.019222025736867317	Wilcoxon signed rank test with continuity correction	two.sided	0.07132801285829277
Acetatifactor (OTU 391)	28	0.019222025736867317	Wilcoxon signed rank test with continuity correction	two.sided	0.07132801285829277
Coriobacteriaceae (OTU 498)	21	0.019656157250169875	Wilcoxon signed rank test with continuity correction	two.sided	0.07263880333601871
Clostridiales (OTU 213)	28	0.020136751550346343	Wilcoxon signed rank test with continuity correction	two.sided	0.0741098479188976
Lachnospiraceae (OTU 336)	28	0.02060029908628238	Wilcoxon signed rank test with continuity correction	two.sided	0.07550640236523093
Burkholderiales (OTU 34)	28	0.022494271222449663	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Bacteroides (OTU 39)	28	0.022494271222449663	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Betaproteobacteria (OTU 58)	28	0.022254124823099145	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Bacteroidetes (OTU 59)	28	0.022494271222449663	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Lachnospiraceae (OTU 106)	28	0.02201493444367288	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Lachnospiraceae (OTU 109)	28	0.022254124823099145	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Porphyromonadaceae (OTU 260)	28	0.022494271222449663	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Clostridiales (OTU 284)	28	0.02130317617870254	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Lachnospiraceae (OTU 290)	28	0.021539452429296765	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Clostridium_sensu (OTU 291)	28	0.022494271222449663	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Bacteria (OTU 314)	28	0.022254124823099145	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Lachnospiraceae (OTU 315)	28	0.02130317617870254	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Clostridiales (OTU 327)	28	0.021539452429296765	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Lachnospiraceae (OTU 362)	28	0.02201493444367288	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Acetatifactor (OTU 405)	28	0.02130317617870254	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Bacteria (OTU 452)	28	0.022254124823099145	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Lachnospiraceae (OTU 480)	28	0.02201493444367288	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Porphyromonadaceae (OTU 654)	28	0.02130317617870254	Wilcoxon signed rank test with continuity correction	two.sided	0.07680553444015133
Ruminococcaceae (OTU 414)	21	0.026268291382042255	Wilcoxon signed rank test with continuity correction	two.sided	0.0893519911404316
Ruminococcaceae (OTU 488)	21	0.030544849976475236	Wilcoxon signed rank test with continuity correction	two.sided	0.10311757623637129
Firmicutes (OTU 546)	21	0.030544849976475236	Wilcoxon signed rank test with continuity correction	two.sided	0.10311757623637129
Lachnospiraceae (OTU 352)	21	0.031032519500144927	Wilcoxon signed rank test with continuity correction	two.sided	0.10321186115233387
Erysipelotrichaceae (OTU 389)	21	0.031032519500144927	Wilcoxon signed rank test with continuity correction	two.sided	0.10321186115233387
Firmicutes (OTU 447)	21	0.031032519500144927	Wilcoxon signed rank test with continuity correction	two.sided	0.10321186115233387
Firmicutes (OTU 455)	21	0.031032519500144927	Wilcoxon signed rank test with continuity correction	two.sided	0.10321186115233387
Lachnospiraceae (OTU 377)	21	0.03201485728313482	Wilcoxon signed rank test with continuity correction	two.sided	0.10608613225186372
Clostridium (OTU 359)	21	0.0335052567908282	Wilcoxon signed rank test with continuity correction	two.sided	0.10901348042812942
Lachnospiraceae (OTU 397)	21	0.0335052567908282	Wilcoxon signed rank test with continuity correction	two.sided	0.10901348042812942
Firmicutes (OTU 567)	21	0.0335052567908282	Wilcoxon signed rank test with continuity correction	two.sided	0.10901348042812942
Bacteria (OTU 578)	21	0.0335052567908282	Wilcoxon signed rank test with continuity correction	two.sided	0.10901348042812942
Porphyromonadaceae (OTU 608)	21	0.0335052567908282	Wilcoxon signed rank test with continuity correction	two.sided	0.10901348042812942
Bacteroides (OTU 11)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Bacteroides (OTU 32)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Bacteroides (OTU 64)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Butyricimonas (OTU 65)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Ruminococcaceae (OTU 152)	21	0.03501498101966251	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Lachnospiraceae (OTU 173)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Firmicutes (OTU 196)	21	0.03501498101966251	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Lachnospiraceae (OTU 241)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Acetatifactor (OTU 242)	21	0.03501498101966251	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Firmicutes (OTU 258)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Bacteroides (OTU 266)	21	0.034006402864386984	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Clostridiales (OTU 347)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Lachnospiraceae (OTU 374)	21	0.034006402864386984	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Clostridiales (OTU 384)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Clostridiales (OTU 423)	21	0.034006402864386984	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Firmicutes (OTU 432)	21	0.03501498101966251	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Coriobacteriaceae (OTU 437)	21	0.034509657082751194	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Clostridiales (OTU 439)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Lachnospiraceae (OTU 463)	21	0.034509657082751194	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Clostridiales (OTU 492)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	0.10931234535126261
Clostridiales (OTU 360)	15	0.03688842570704989	Wilcoxon signed rank test with continuity correction	two.sided	0.11078864978237728
Lachnospiraceae (OTU 543)	15	0.03688842570704989	Wilcoxon signed rank test with continuity correction	two.sided	0.11078864978237728
Bacteria (OTU 868)	15	0.03688842570704989	Wilcoxon signed rank test with continuity correction	two.sided	0.11078864978237728
Lachnospiraceae (OTU 240)	15	0.0477148802373512	Wilcoxon signed rank test with continuity correction	two.sided	0.14282654151047125
Lachnospiraceae (OTU 142)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Clostridiales (OTU 276)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Ruminococcaceae (OTU 335)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Erysipelotrichaceae (OTU 342)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Lachnospiraceae (OTU 358)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Lachnospiraceae (OTU 402)	15	0.053336852829139844	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Lachnospiraceae (OTU 409)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Erysipelotrichaceae (OTU 415)	15	0.053336852829139844	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Lachnospiraceae (OTU 433)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Lachnospiraceae (OTU 454)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Ruminococcaceae (OTU 476)	15	0.053336852829139844	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Firmicutes (OTU 487)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Clostridiales (OTU 545)	15	0.053336852829139844	Wilcoxon signed rank test with continuity correction	two.sided	0.15628652883502758
Porphyromonadaceae (OTU 30)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Alistipes (OTU 53)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Prevotellaceae (OTU 101)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Lachnospiraceae (OTU 114)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Desulfovibrionaceae (OTU 192)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Alistipes (OTU 194)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Firmicutes (OTU 210)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Romboutsia (OTU 212)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Lachnospiraceae (OTU 243)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Pseudoflavonifractor (OTU 251)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Roseburia (OTU 252)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Porphyromonadaceae (OTU 261)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Lachnospiraceae (OTU 287)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Lachnospiraceae (OTU 299)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Firmicutes (OTU 304)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Clostridia (OTU 316)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Clostridiales (OTU 321)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Porphyromonadaceae (OTU 339)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Lachnospiraceae (OTU 438)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Ruminococcaceae (OTU 446)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Clostridiales (OTU 473)	15	0.05675944638601353	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Bacteria (OTU 524)	15	0.05675944638601353	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Lachnospiraceae (OTU 528)	15	0.05675944638601353	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Lachnospiraceae (OTU 600)	15	0.05675944638601353	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Firmicutes (OTU 605)	15	0.05675944638601353	Wilcoxon signed rank test with continuity correction	two.sided	0.15690618261331948
Akkermansia (OTU 382)	10	0.0718606382258516	Wilcoxon signed rank test with continuity correction	two.sided	0.1886867050491659
